$GPGGA,055641.00,3525.78789904,N,05105.10480000,E,1,05,2.87,100000.0000,M,00.000,M,,*5F
$GPGGA,055641.10,3525.78789904,N,05105.10480000,E,1,05,2.87,100000.0000,M,00.000,M,,*5E
$GPGGA,055641.20,3525.78789904,N,05105.10480000,E,1,05,2.87,100000.0000,M,00.000,M,,*5D
$GPGGA,055641.30,3525.78789904,N,05105.10480000,E,1,05,2.87,100000.0000,M,00.000,M,,*5C
$GPGGA,055641.40,3525.78789904,N,05105.10480000,E,1,05,2.87,100000.0000,M,00.000,M,,*5B
$GPGGA,055641.50,3525.78789904,N,05105.10480000,E,1,05,2.87,100000.0000,M,00.000,M,,*5A
$GPGGA,055641.60,3525.78789904,N,05105.10480000,E,1,05,2.87,100000.0000,M,00.000,M,,*59
$GPGGA,055641.70,3525.78789904,N,05105.10480000,E,1,05,2.87,100000.0000,M,00.000,M,,*58
$GPGGA,055641.80,3525.78789904,N,05105.10480000,E,1,05,2.87,100000.0000,M,00.000,M,,*57
$GPGGA,055641.90,3525.78789904,N,05105.10480000,E,1,05,2.87,100000.0000,M,00.000,M,,*56
$GPGGA,055642.00,3525.78789904,N,05105.10480000,E,1,05,2.87,100000.0000,M,00.000,M,,*5C
$GPGGA,055642.10,3525.78789904,N,05105.10480000,E,1,05,2.87,100000.0000,M,00.000,M,,*5D
$GPGGA,055642.20,3525.78789904,N,05105.10480000,E,1,05,2.87,100000.0000,M,00.000,M,,*5E
$GPGGA,055642.30,3525.78789904,N,05105.10480000,E,1,05,2.87,100000.0000,M,00.000,M,,*5F
$GPGGA,055642.40,3525.78789904,N,05105.10480000,E,1,05,2.87,100000.0000,M,00.000,M,,*58
$GPGGA,055642.50,3525.78789904,N,05105.10480000,E,1,05,2.87,100000.0000,M,00.000,M,,*59
$GPGGA,055642.60,3525.78789904,N,05105.10480000,E,1,05,2.87,100000.0000,M,00.000,M,,*5A
$GPGGA,055642.70,3525.78789904,N,05105.10480000,E,1,05,2.87,100000.0000,M,00.000,M,,*5B
$GPGGA,055642.80,3525.78789904,N,05105.10480000,E,1,05,2.87,100000.0000,M,00.000,M,,*54
$GPGGA,055642.90,3525.78789904,N,05105.10480000,E,1,05,2.87,100000.0000,M,00.000,M,,*55
$GPGGA,055643.00,3525.78789904,N,05105.10480000,E,1,05,2.87,100000.0000,M,00.000,M,,*5D
$GPGGA,055643.10,3525.78789904,N,05105.10480000,E,1,05,2.87,100000.0000,M,00.000,M,,*5C
$GPGGA,055643.20,3525.78789904,N,05105.10480000,E,1,05,2.87,100000.0000,M,00.000,M,,*5F
$GPGGA,055643.30,3525.78789904,N,05105.10480000,E,1,05,2.87,100000.0000,M,00.000,M,,*5E
$GPGGA,055643.40,3525.78789904,N,05105.10480000,E,1,05,2.87,100000.0000,M,00.000,M,,*59
$GPGGA,055643.50,3525.78789904,N,05105.10480000,E,1,05,2.87,100000.0000,M,00.000,M,,*58
$GPGGA,055643.60,3525.78789904,N,05105.10480000,E,1,05,2.87,100000.0000,M,00.000,M,,*5B
$GPGGA,055643.70,3525.78789904,N,05105.10480000,E,1,05,2.87,100000.0000,M,00.000,M,,*5A
$GPGGA,055643.80,3525.78789904,N,05105.10480000,E,1,05,2.87,100000.0000,M,00.000,M,,*55
$GPGGA,055643.90,3525.78789904,N,05105.10480000,E,1,05,2.87,100000.0000,M,00.000,M,,*54
$GPGGA,055644.00,3525.78789904,N,05105.10480000,E,1,05,2.87,100000.0000,M,00.000,M,,*5A
