$GPGGA,000000.00,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*66
$GPGGA,000000.10,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*67
$GPGGA,000000.20,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*64
$GPGGA,000000.30,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*65
$GPGGA,000000.40,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*62
$GPGGA,000000.50,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*63
$GPGGA,000000.60,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*60
$GPGGA,000000.70,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*61
$GPGGA,000000.80,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*6E
$GPGGA,000000.90,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*6F
$GPGGA,000001.00,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*67
$GPGGA,000001.10,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*66
$GPGGA,000001.20,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*65
$GPGGA,000001.30,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*64
$GPGGA,000001.40,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*63
$GPGGA,000001.50,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*62
$GPGGA,000001.60,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*61
$GPGGA,000001.70,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*60
$GPGGA,000001.80,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*6F
$GPGGA,000001.90,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*6E
$GPGGA,000002.00,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*64
$GPGGA,000002.10,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*65
$GPGGA,000002.20,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*66
$GPGGA,000002.30,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*67
$GPGGA,000002.40,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*60
$GPGGA,000002.50,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*61
$GPGGA,000002.60,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*62
$GPGGA,000002.70,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*63
$GPGGA,000002.80,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*6C
$GPGGA,000002.90,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*6D
$GPGGA,000003.00,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*65
$GPGGA,000003.10,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*64
$GPGGA,000003.20,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*67
$GPGGA,000003.30,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*66
$GPGGA,000003.40,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*61
$GPGGA,000003.50,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*60
$GPGGA,000003.60,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*63
$GPGGA,000003.70,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*62
$GPGGA,000003.80,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*6D
$GPGGA,000003.90,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*6C
$GPGGA,000004.00,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*62
$GPGGA,000004.10,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*63
$GPGGA,000004.20,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*60
$GPGGA,000004.30,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*61
$GPGGA,000004.40,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*66
$GPGGA,000004.50,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*67
$GPGGA,000004.60,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*64
$GPGGA,000004.70,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*65
$GPGGA,000004.80,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*6A
$GPGGA,000004.90,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*6B
$GPGGA,000005.00,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*63
$GPGGA,000005.10,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*62
$GPGGA,000005.20,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*61
$GPGGA,000005.30,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*60
$GPGGA,000005.40,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*67
$GPGGA,000005.50,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*66
$GPGGA,000005.60,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*65
$GPGGA,000005.70,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*64
$GPGGA,000005.80,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*6B
$GPGGA,000005.90,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*6A
$GPGGA,000006.00,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*60
$GPGGA,000006.10,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*61
$GPGGA,000006.20,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*62
$GPGGA,000006.30,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*63
$GPGGA,000006.40,3559.36882306,N,05159.47933922,E,1,05,2.87,100.0000,M,00.000,M,,*64
